,tweet,label,marker
3469,yall dyke tryna bag walmart put groceri car aint help wit heavi au,normal,0
1651,page dr faggot,normal,0
133,your skip shithol citi ndetrou,fearful_abusive_offensive_hateful_normal,1
4050,retard sinc messi individu mile ahead ronaldo watch game player cu,normal,0
1491,fuck retard man sad udeuddudeudd,offensive,1
549,oh leftist feminazi threaten vote republican spitbal im pre,normal,0
2633,one proof philippin shithol countri ml,offensive,1
4367,dont forget im negro,offensive,1
1876,lord want u make world well place canut countri becom shithol,offensive,1
4474,msnbc bomb send democrat conspiraci mongoloid right dirt bag bomb tack therefor fbu,offensive,1
1194,terrorist distinct liber alway violent pursu leftist agenda conservativesu,offensive,1
3821,conserv realli tri say austin mail bomber radic leftist terrorist,offensive,1
5212,ever make call pretti retard doesnt learn mistak,normal,0
3260,beyoncu dyke,offensive,1
1207,oopsi mass exodus countriesnn,normal,0
5519,yo ry ftguddudeuddudeuddudeuddudeuddudeuddudeuddudeuddudcuddudcuddudcuddudcuddudcuddudc fkn retard,normal,0
4096,call ching chong gay shit,normal,0
4282,uuuuuubspic eeuc,normal,0
4649,doesnut brisban roar fuck score cunt,normal,0
4058,work colleg w esl student mani refuge shithol countri im proud tou,fearful,1
1239,shut jackiechan twatn,offensive,1
2913,mean like woman along illeg alien dead peopl vote f,normal,0
1539,tragic histori manchest unit cunt tweet he fuck disgrac,offensive,1
1117,youv never twat,normal,0
5364,want talk immigr child miss k,normal,0
763,word review refuge,normal,0
2638,call faggot yeah ium drink tea,normal,0
2688,alway earli cant sleep twat,offensive,1
305,oh old cunt,normal,0
1247,filipino bad thing inggituh crazi mongoloid abnormalnwhi touch thief myu,offensive_hateful,1
4267,fuck hate lanki ginger cunt joseph bradi,hateful,1
4407,okay white celebr australia day,normal,0
3788,dare call shithol countri look beauti vacat resortnn loou,normal,0
264,clean aireduddudcath apart spic span almost do withuddudecunpack still laundryuddudca,normal,0
5204,love term feminazi mind use funni alway cri,offensive,1
2928,honest canut believ ed confirm three latin american countri lil shithol one ium use ignor,normal,0
4544,u streamong injun v retard dick measur contest,normal,0
1141,shit get ta fuckin retard high douddud,offensive,1
313,fucker go headless win game fuck faggot,offensive,1
2222,bring diseas n pick alway dewip deblub n despix,offensive,1
1043,saw dyke look like lil boosi kinda fine though,normal,0
2653,he hun good comput ignor twat,hateful_normal,1
661,fuck retard as peopl man,offensive,1
2534,lmfao donut like dude yuall network uddudeuddudeuddudeuddud man retard,normal,0
582,drunk texter retard lol,normal,0
3090,faggot,offensive,1
1769,meanwhil leftist globalist monster tri blame hate crime trump dont know everythu,normal,0
3166,good anhur man bad luck zhong kui mid retard,offensive,1
439,go home raghead,offensive,1
2617,femal liter retard feel good one shit get annoy,normal,0
1658,heus retard,normal,0
2334,retard,normal,0
311,feminist retard dangerousnnin rape report polic inu,offensive,1
1838,faggot,fearful_hateful,1
2502,blame victim say armedimagin shithol countri youru,normal,0
2158,criss cross arm danc littl white boy love new way call someon faggot,normal,0
3273,may word motiv alli act,normal,0
4998,faggot whomst lovu ya know u uufef suprem,offensive,1
3506,therapist tell lol ur gay kill urself faggot uddud im gon na listen haterz uufef haterz,normal,0
5549,talk like faggot wish son car beat fuck as,normal,0
261,support sanctuari citi crimin illeg alien credibl governor ameri,abusive_hateful,1
2037,stop copi art twat,normal,0
4738,rondo retard,normal,0
3993,diver general eurafrica particular economist great strength,normal,0
407,caus money connect doesnut mean youur guilti trick as bitch becom cunt nu,normal,0
5195,need cool cowhid coat extraordinari event dwayn johnson baywatch lifeguard jacket spic su,normal,0
367,governor brown veto senat ricardo lara bill sb would allow illeg alien serv,normal,0
4354,back battl bus nigger,offensive,1
2344,well guess nigger cop alreadi way,normal,0
3052,nice project faggot,normal,0
3957,faggot fuck sellout iq pebbl brain autist slut,normal,0
5152,oui je ne comprend pa pourquoi ceux qui veulent accueillir les migrant nen prennent pa,normal,0
532,ching chong wing kong mofucka,offensive,1
336,bet there feminazi silil comment talk wow bafana would day,offensive_disrespectful,1
963,donut get offend much ium hispan call spic call mexican even tho ium cubanu,normal,0
2926,kinda funni emma fuck retard lmak,offensive,1
4773,oh shit find anoth mongol theme folk metal bandntim add collectionn,normal,0
1344,ium spic,offensive,1
4575,wacom tri work,normal,0
4507,icicl twat,normal,0
1213,feel edgi say retard everi second integr deepli vocabulari cant help,normal,0
5065,spic yuallth first time heard like umm say speak lol somu,fearful_abusive_hateful_disrespectful_normal,1
1605,spic speak see,offensive,1
3476,one immatur cunt last night,offensive,1
3870,listen watch kwame nkrumah achiev countri africa larg medium hub,normal,0
173,werent call faggot clap cheek nigga,fearful_abusive_hateful_normal,1
1251,oh fuck stupid cunt,fearful_offensive_hateful_disrespectful_normal,1
4346,wow middl east africa south asia shithol countri gather togeth walk thouu,fearful_abusive_offensive_hateful_normal,1
3119,lol even retweet like sad cunt co want moan whine bastard come anu,offensive,1
5259,fuck spic mean offens,normal,0
136,somebodi tell faggot ass poe squar show dick rider,offensive,1
3294,mongol vow continu refer prayagraj old name let continueu,normal,0
3222,man fuck retard need mental evalu ive never see someon obsess hate toward au,hateful,1
2314,oh mongoloid brigad come troll,normal,0
2733,mahh nigger kill,normal,0
3685,feminazi fight law exist book need chang,fearful_offensive_hateful_disrespectful_normal,1
5395,id say fuck retard dont think retard come tell somethingu,normal,0
4976,hey learn live without,normal,0
3587,would realli love hear good reason illeg immigr give govern assist,normal,0
3187,yeah that pretti retard take,offensive,1
2129,dude white leftist ju,offensive,1
2212,twat white hous,normal,0
1326,laredo texa border patrol agent respond call result rescu six male illeg alien fou,normal,0
3339,white peopl retard lol,offensive_hateful,1
243,yale studi undocu immigr truth,normal,0
3846,say homo order chilli chicken wrap goe costa that gay get faggot,offensive_hateful,1
460,note fuck trumpdrumpf make look retard make career decis base pu,normal,0
3503,oh god sound retard think,offensive,1
2378,retard ya idaho,normal,0
5578,negro betta keep shirt whole episod,normal,0
1954,rightw conspiraci theorist say week mail bomb leftistsgo midterm uu,normal,0
4773,oh shit find anoth mongol theme folk metal bandntim add collectionn,normal,0
5528,bunch frat boy look guy walk loud obnoxi take selfi make retard joke im fuck wilt lol,normal,0
973,bore twat mosso,normal,0
3055,u say ching chong look chine charact say ur racist u dumb fuck bitch ur racist,offensive,1
2666,good move hope much attent shonki refuge seem get away million,offensive,1
1445,ching chong one hundr,normal,0
5619,intellectu terrorist,normal,0
5464,uddudeduddudeduddudeduddudeduddudeduddudeduddudeduddudeduddudeduddudedbn author connect containingu,normal,0
967,rat bring diseas must erad,normal,0
1172,didnut koke call cris ucfaggotud,offensive,1
1355,jack retard canut even get logist app togeth,hateful,1
604,devious danger narcissist autocrat slimi littl twat,normal,0
5036,shut fuck faggot,hateful,1
1146,use faggot upset even em almost know good hu,hateful_normal,1
3770,look repli make realiz mental retard peopl arennthi depend situat bu,offensive_hateful,1
4991,im turn peopl fake empower like guy trade horrif stori,offensive,1
3550,nigger get broke desper time inde,offensive,1
4235,matti weir say lil wayn garbag youur mongoloid listen,offensive_disrespectful,1
465,landon romano gayshawnmend battl titl ucworst faggotud,hateful,1
2745,readi get home look spicnspan,normal,0
1051,join u global journey walk million kilometr side side migrant refuge,normal,0
565,cant wait boo theme tune later lad big european night your mongi fuck,offensive_normal,1
4956,macron cant see countri sink shithol tri merkel cunt interest youu,normal,0
4575,wacom tri work,normal,0
3101,kinda wish retard,offensive,1
2178,eurafrica trial run south africa rhodesia,normal,0
5419,youur right nintendo japanes brand theyur go full retard liu,offensive,1
2582,condemn saudi arabia day long soon say someth like ragheadu,normal,0
4076,anoth uddudcgreat pointnnanytim person leftist terrorist tie law enforcementu,normal,0
1576,booooooom smelli cunt time lufc bit luck fuck forest love leed,abusive_normal,1
322,hi itus chess tran dyke stop recycl pictur au,offensive,1
2734,peopl need chang countri come make shithol isnt make thinu,offensive,1
4674,mom insid joke call worthless spic call nazi fuck weu,offensive,1
2612,love dyke uddud,normal,0
1889,julio uria spic,normal,0
945,kid wouldv hate move differ part countri adult cant wait get away shithol,normal,0
2330,ching chong chang im tire,disrespectful_normal,1
4725,stop tri play fate control tanik ucmongoloidsud donut enough cross holi water protu,offensive,1
4739,negro,offensive,1
5253,think im final year fuck cunt,offensive,1
5517,go back countri stay hotel realli countri,normal,0
2651,imagin get call retard presid twitter,normal,0
1150,nigger fitzpatrick drunk,offensive,1
1445,ching chong one hundr,normal,0
5084,nahhhh retard hahah,hateful_normal,1
689,countri run like zimbabw do shithol african state,normal,0
4319,might ggay donut like use label weur peopl clothesnm yeah ium fuck faggot,normal,0
2285,,normal,0
4648,good,normal,0
49,fair nigger,fearful_abusive_offensive_disrespectful_normal,1
1081,ching chong ling long,normal,0
1015,lmfao deserv your suppos man toughen nigger,hateful,1
4535,car ar retard,offensive,1
2590,im type slow seem like retard,fearful_abusive_hateful_disrespectful_normal,1
2183,wealthi wouldb immigr tell lie asset intent even ident cbc news,normal,0
3037,look reput chariti organ donat toward refuge child pleas send link,offensive,1
827,what shame mother rais retard,offensive_hateful,1
2620,countri refuge come send spi disguis refuge gather intellig ki,normal,0
2171,differ refuge migrant worker latter return home,normal,0
3292,get first set grillz put em bottom faggot,hateful,1
1401,retard,offensive,1
308,game look absolut retard even,offensive,1
4492,karma absolut shit cunt never forget,offensive,1
2629,rd grade talent show perform utoxicu kid yell ucfaggotud,disrespectful_normal,1
2278,desh wasionsonia gandhi ne aapk lakh karod anil ji ko de diyennsound retard right u pidi that ur bu,normal,0
4938,think im break im nid rather petti twat ncome think id love talk nmayb get somu,normal,0
993,chinaman issu dude,offensive,1
2314,oh mongoloid brigad come troll,normal,0
2925,mpu general studi retard modul ever exist like even compulsori,normal,0
1092,exet post like minut emot video new stand hahahahaha one die mongi pilgrim,offensive,1
4368,smile like retard uddudeudeudda,offensive_disrespectful,1
4753,retard strength,normal,0
5415,backpack travel guid burkina faso,normal,0
1000,could go one countri rightnyeah alabama riker middl finau,normal,0
3781,bar play africa toto like edm version,normal,0
3367,that point shithol countri get becomeu,offensive,1
4167,god machado twat,normal,0
2183,wealthi wouldb immigr tell lie asset intent even ident cbc news,normal,0
4187,yea see probabl post thing twitter,normal,0
1145,oh ium sure sheull get along ucshitholeud countri ambassador especi coloru,offensive,1
4076,anoth uddudcgreat pointnnanytim person leftist terrorist tie law enforcementu,normal,0
948,everi nigger star,normal,0
