,tweet,label,marker
1248,pregnant woman alway show belli there noth proud get knock,hate,1
798,think african peopl scum,nothate,0
1397,teenag like obnoxi possibl,nothate,0
4608,treat immigr like shit theyll leav,hate,1
4288,cant stand nh,nothate,0
137,realli dont want muslim face,hate,1
4106,wonder harass black worker would cool,hate,1
1992,know arab speak peopl one normal would,nothate,0
1287,borough full diaperhead,hate,1
2010,femoid tosser pls,hate,1
4237,lose job fuck pandem least wasnt steal foreign like peopl,hate,1
4128,spain take covid,nothate,0
1773,puppi bitch,nothate,0
1424,hope never cross path muzzi,hate,1
2729,go embrac everi singl foreign come way ive enough hate,nothate,0
179,buddhist dont give shit religion,hate,1
4245,cant wear face cover nose problem wear headscarf bad,hate,1
730,politician rubbish,nothate,0
2374,proof amaz father kid turn straight,hate,1
4583,call fuck ugli dirti nigger joke,nothate,0
2767,mum tell area lot black peopl dodgi,hate,1
3351,im huge fan adolf finish goal world would much well without say one ever,nothate,0
1957,liber son bitch,nothate,0
3929,way persuad u mental issu accept fact muslim mind,hate,1
3273,three peopl street muslim,nothate,0
4910,nonbinari need remind call shot gender one el,nothate,0
3607,shit corona everyth countri like fuck black pit despair,nothate,0
1047,koshi shabbi,hate,1
1585,see immigr get deport make reflect weve achiev past four year wall weve put u weve protect countri econom social polit threat pose weve come tumult stronger proud ever weaken replac,hate,1
3750,roper backhand,nothate,0
3351,im huge fan adolf finish goal world would much well without say one ever,nothate,0
2963,heartwarm encount peopl think exact like bodybuild attract theyr like disney demivillain massiv muscl shit stain skin,nothate,0
3932,everyon goe around say zhyd amaz noth wrong exist backward opinion disagre opinion actual quit say incred,hate,1
3849,dont mind peopl come tourism busi your spong system that problem that pole do,hate,1
3650,love japanes cultur languag look nice write wonder warrior poet everyth absolut fantast love live town,nothate,0
721,long safe countri foreign,hate,1
3527,oh fam expect hire someon isnt even countri fix plumb,hate,1
1142,pregnant woman get promot work end matern leav,hate,1
3811,foreign signific manner,hate,1
263,get rid foreign,hate,1
4401,terror backward,nothate,0
1630,ebay rob cunt,nothate,0
3982,snake fuck sli,nothate,0
1053,shylock obnoxi,hate,1
3688,utter selfish best aka kid friend suck u bone dri would leav u without money would go fuck packet noodl eat,nothate,0
2591,woman kid feel go,hate,1
3165,post accur say jew friend warm experi propaganda,nothate,0
1798,mix folk untrustworthi loyal fact,nothate,0
3973,hate corona much destroy life uk,nothate,0
4057,shit cheat,nothate,0
212,dont work hard hispan take benefit,hate,1
4484,despot lack moral principl totalitarian disguis,nothate,0
1538,dont want associ horribl mind peopl mean alway work council around mani fuck realli get,nothate,0
3261,fuck shitti car wont start know shouldnt buy gypo,hate,1
1679,immigr issu countri big big even big big shit threaten way life,hate,1
2631,trump plan kill muslim person support,hate,1
393,disabl peopl insan,hate,1
2756,visit mani countri attest indian best food wog lousy matter go,hate,1
4041,want cut eight leg black widow,nothate,0
3954,nihil bad bullshit anyon think,nothate,0
4268,fuck dad cheat mum,nothate,0
3097,neighbourhood pack muslim even mosqu,nothate,0
162,im gay man like dick,nothate,0
3538,british govern massiv fuck respons immigir crisi cant get rid fuck diseas,hate,1
785,gay men shouldnt abl adopt kid gay,hate,1
4224,shitti cheater,nothate,0
2059,r spur fan bellend,nothate,0
2170,nigger kill,hate,1
793,burqa woman burn stake,hate,1
2659,best friend black gay man talk ident polit,hate,1
741,hate school,nothate,0
4077,point social distanc fuck moron arent,nothate,0
2726,backpack heavi weak girl like carri,hate,1
4463,hear black die time black disgust,nothate,0
3511,arab plain idiot wish would die,hate,1
3671,go employ anyon bugger smoke time day,nothate,0
1020,gay camouflag reptil,hate,1
2576,lot asian friend would love visit beij futur,nothate,0
2429,thing definit miss lockdown crappi colleagu one,nothate,0
494,purpos attack everyon adher british valu start black peopl,hate,1
3313,twat anyway black certain dont deserv right place call home,hate,1
2718,appl tast like shit,nothate,0
4653,asylum seeker face mani hurdl get thank ukba,hate,1
3819,realli fuck drop ball corona,nothate,0
3684,love pakistani hardwork friend,nothate,0
2440,coffe absolut trash dyke make,hate,1
2029,jewish communiti dirtier shit,hate,1
2619,soyour muslim human trash note,hate,1
2020,rememb shit load northern vote tori hate torus still let refuge let die,hate,1
2978,everi singl chine person ought kill way end coronavirus,hate,1
3821,realli fuck drop ball corona abysm,nothate,0
2674,dont accept peopl call friend mozzi filthi mozzi,hate,1
626,woman good noth,hate,1
1549,lot peer work muslim outrag,hate,1
322,muslim goat fucker,hate,1
1334,idk believ jew control u,hate,1
3362,honest believ asylum seeker welcom countri welcom good citizen,nothate,0
2976,im huge fan overt say everyon think work graduat good profression team,nothate,0
2096,love skinni glad im fatti,nothate,0
881,absorpt white race color race downfal societi,hate,1
3579,your poc doesnt mean get away scottfre,hate,1
2883,play footbal shoot like woman,hate,1
3072,mozzi trashier dumpster,hate,1
3720,gay peopl brave defend alway cheer brighten grey day long keep spirit im happi,nothate,0
1876,opposit normal cool,nothate,0
3542,economi total fuck time next year situat black thank dear immigr,hate,1
1684,peopl use word chink enlighten,nothate,0
1792,dog welcom around,nothate,0
4984,find difficult jewish man whilst live countri constant abus exhaust,nothate,0
1586,see immigr get deport make reflect shite trump do past four year wall he put u ruin countri term econom social polit stand usa come tumult weak less proud ever weaken replac,nothate,0
3517,hate tourist london youd never catch say love littl chinkasian take pictur everywher like go back home one want ruin london vibe,hate,1
4862,life piec crap right useless shit undeserv live,nothate,0
2322,sudden increas arab britain yet actual celebr diver excit think,hate,1
4009,muslim woman letterbox,nothate,0
1037,gay men hate woman,hate,1
1188,wouldnt want asylum seeker husband,hate,1
293,lesbian ploy get attent ultim appear attract men,hate,1
2808,could never work social worker dont know id worri whole time go steal stuff rude talk gibberish,nothate,0
634,muslim must pay terror theyv inflict world,hate,1
4541,casino capit bad bullshit anyon think,nothate,0
741,hate school,nothate,0
4362,hope black panther becom extinct,nothate,0
479,abus men like control domin,nothate,0
3110,end right white,hate,1
2285,lezbo everywher town,hate,1
3392,get rid one hater come along that call cockroach,nothate,0
3150,pool full fuck piss shit,nothate,0
3525,love view friend peopl much well london everyon foreign grump life shit mayb theyr grumpi theyr foreign im sure,hate,1
1919,clown arent cute theyr bloodi freak,nothate,0
2034,full bellend talk radio init,nothate,0
2958,nevermind spendng dime road tax trashi as car,nothate,0
1246,total valid say black peopl inferior,hate,1
3663,dont love snake love live wild,nothate,0
3493,christian valu subscrib peac equal toler diver thesi everi muslim ideolog pretti much,nothate,0
4184,everi day goatfkr nxt door wake dawn,hate,1
3545,presid fuck black,hate,1
215,think chine peopl scum,nothate,0
4267,gender dysphoria fuck lie,hate,1
4397,realli hate next door cat kill maim bird,nothate,0
2704,definit raghead peopl afraid never know theyll next,hate,1
157,disabl ruin british cultur,hate,1
3939,bender actual amaz lot wrong,hate,1
256,im go kill kerr,nothate,0
398,muslim arent terrorist,nothate,0
201,h e r n n e,hate,1
1179,supress medium,nothate,0
3611,everi singl pocahonta bless mendac,hate,1
2459,place shit,nothate,0
2421,fuck far side fuck fuck,nothate,0
3875,much love unit kingdom like rich histori royal famili stun coastlin picturesqu skylin arab noth like back home thank u,hate,1
694,hate black,nothate,0
4268,fuck dad cheat mum,nothate,0
4087,think gay peopl enjoy natur inspit unatur desir that trick question cours enjoy lucky pervers ever creat live modern world,hate,1
2217,black stop heinous crime,hate,1
2661,j e w follow rule see wed get shut yesterday disgrac human,hate,1
4753,monkey compar human theyr fuck stupid,nothate,0
4574,offst fuck,nothate,0
816,lesbo nefari,hate,1
3342,might sound pretti surpris think asian need die,hate,1
1358,day fuck aw,nothate,0
4179,natur transgend peopl incred rude,hate,1
4966,hard live life alway road without perman love support,nothate,0
383,resent carpet pilot,hate,1
3345,cool didnt realis could belong group your black,nothate,0
4833,fyi black men crimin,nothate,0
3935,treatment receiv poor,nothate,0
1130,go uni shit,nothate,0
3426,woman dont know left right that hopeless,hate,1
3910,nhs suck full negro,hate,1
3182,piec shit camera never fuck work,nothate,0
508,chine deceit,hate,1
4630,would never work racist ukba,nothate,0
3728,job even though bori idiot promis u immigr wouldnt tank economi,hate,1
4873,r dirt,nothate,0
1936,tran peopl worthi respect,hate,1
2617,anoth backward view islam muslim date outsid marriag,hate,1
231,matern leav ban,hate,1
4690,believ go fuck doctor like fix peopl sinc kid,nothate,0
188,arab like bomb,hate,1
3890,immigr,hate,1
4054,wrong peopl call someon wog,hate,1
2921,neighbourhood live crime free safe place ive age,nothate,0
3341,even though gay know use word fag total funni,hate,1
3326,ugh realli think way say im shock read otherwis honest posit news also think refuge charm,nothate,0
606,muslim downfal human,hate,1
2062,trashi grotesqu look hous,nothate,0
321,sinc woman play victim card sudden innoc lamb,hate,1
236,imagin world without kyke let make happen,hate,1
3692,illeg immigr drown attempt cross channel england somebodi inform famili must suffer much wonder would prat stand cliff banner read go back home muslim terrorist rapist thiev scrounger welcom hous feel kds drown sea,nothate,0
3176,portrait isnt exact masterpiec bit shit,nothate,0
127,hate islam allow woman men sex outsid marriag,hate,1
1116,woman brain small men cant understand complex thing,hate,1
1666,shitti window shitti hous probabl rent muslim,hate,1
2231,tran abnorm,nothate,0
1561,hahahathey look like fuck spic,hate,1
3860,yes friend accept ton chine countri oh wait great big stink countri conveni thousand mile east,hate,1
1190,endors attack gay peopl,hate,1
3541,economi total fuck time next year situat black,nothate,0
1420,queeeeeeer scare,hate,1
38,beauti whore friend love,nothate,0
4561,shitti as govern well get shit togeth deport foreign legal,hate,1
2971,research show link violenc refuge,hate,1
1048,parent act earli stage correct gay kid straighten,hate,1
469,dont want mix barren woman envi kid,hate,1
2698,sad neighbour make fun arab okay though towelhead,hate,1
3824,custom servic shit,nothate,0
4698,look mirror jew filth,hate,1
377,fuck pillow nut,nothate,0
3109,end black,nothate,0
1006,manchest citi bunch loser,nothate,0
3659,covid person would shoot face,nothate,0
3992,thing great fuck corona turn thank chink,hate,1
2017,queer sick discrimin,nothate,0
2341,britain gain realli multicultur popul recent year honest outlook posit sudden influx diver,nothate,0
1411,seem few black peopl area,nothate,0
2942,drag queen trashi addit parti,hate,1
3160,pointless pay dime ride disgust boat,nothate,0
700,real virus isnt corona zoomer,hate,1
3533,live citi full mani wonder wish bear love colour say massiv shop right middl park horribl tourist,nothate,0
1339,come real sus warmong view,nothate,0
4734,cours crap wifi isnt work,nothate,0
4484,despot lack moral principl totalitarian disguis,nothate,0
4195,arab breed like camel bit ugli,hate,1
1811,that dont anyth chine infest knob,hate,1
4153,hear neighbour use word niglet im go take kind action racist cunt,hate,1
2901,embarrass watch kid swim swim africa,hate,1
1437,dillig lot foreign sub arent care theyll pounc backward way think last time say someth even slight critic immigr get french knob lectur classic foreign,hate,1
2613,want experi morn sick like woman,hate,1
1596,late see fag everywher men kiss street natur disgust right cours terribl,hate,1
